mass,mass_balance,mass_balance_trend
2.6366,-0.0007,-0.0045
2.6358,-0.0009,-0.0045
2.6347,-0.0010,-0.0045
2.6343,-0.0005,-0.0044
2.6337,-0.0006,-0.0044
2.6334,-0.0003,-0.0043
2.6324,-0.0009,-0.0043
2.6319,-0.0005,-0.0042
2.6314,-0.0005,-0.0041
2.6308,-0.0006,-0.0041
2.6302,-0.0007,-0.0040
2.6303,0.0001,-0.0040
2.6300,-0.0003,-0.0039
2.6300,-0.0001,-0.0039
2.6294,-0.0006,-0.0038
2.6290,-0.0004,-0.0038
2.6289,-0.0001,-0.0037
2.6287,-0.0002,-0.0036
2.6285,-0.0001,-0.0036
2.6286,0.0001,-0.0035
2.6283,-0.0004,-0.0034
2.6278,-0.0004,-0.0034
2.6273,-0.0005,-0.0033
2.6270,-0.0003,-0.0032
2.6267,-0.0003,-0.0032
2.6269,0.0002,-0.0031
2.6266,-0.0003,-0.0030
2.6262,-0.0005,-0.0030
2.6259,-0.0003,-0.0029
2.6255,-0.0003,-0.0028
2.6251,-0.0005,-0.0028
2.6251,-0.0000,-0.0027
2.6252,0.0002,-0.0026
2.6251,-0.0001,-0.0026
2.6250,-0.0001,-0.0025
2.6247,-0.0003,-0.0024
2.6244,-0.0003,-0.0024
2.6245,0.0001,-0.0023
2.6240,-0.0005,-0.0022
2.6239,-0.0001,-0.0021
2.6240,0.0000,-0.0021
2.6241,0.0001,-0.0020
2.6238,-0.0003,-0.0019
2.6236,-0.0002,-0.0019
2.6235,-0.0001,-0.0018
2.6233,-0.0002,-0.0017
2.6231,-0.0002,-0.0016
2.6230,-0.0001,-0.0016
2.6233,0.0003,-0.0015
2.6234,0.0001,-0.0014
2.6233,-0.0001,-0.0014
2.6228,-0.0005,-0.0013
2.6227,-0.0002,-0.0013
2.6228,0.0001,-0.0012
2.6225,-0.0003,-0.0012
2.6224,-0.0001,-0.0011
2.6225,0.0001,-0.0011
2.6227,0.0003,-0.0010
2.6229,0.0001,-0.0010
2.6229,0.0000,-0.0010
2.6228,-0.0001,-0.0009
2.6228,-0.0000,-0.0009
2.6230,0.0002,-0.0008
2.6229,-0.0000,-0.0008
2.6229,0.0000,-0.0008
2.6231,0.0002,-0.0007
2.6230,-0.0001,-0.0007
2.6231,0.0001,-0.0007
2.6230,-0.0001,-0.0006
2.6231,0.0001,-0.0006
2.6231,-0.0000,-0.0006
2.6234,0.0003,-0.0005
2.6232,-0.0002,-0.0005
2.6234,0.0002,-0.0005
2.6232,-0.0001,-0.0005
2.6231,-0.0001,-0.0005
2.6231,-0.0000,-0.0004
2.6233,0.0002,-0.0004
2.6231,-0.0002,-0.0004
2.6230,-0.0001,-0.0004
2.6229,-0.0002,-0.0003
2.6227,-0.0001,-0.0003
2.6225,-0.0002,-0.0003
2.6226,0.0001,-0.0003
2.6228,0.0002,-0.0003
2.6230,0.0002,-0.0003
2.6230,-0.0001,-0.0003
2.6227,-0.0002,-0.0002
2.6226,-0.0001,-0.0002
2.6229,0.0003,-0.0002
2.6229,0.0001,-0.0002
2.6230,0.0001,-0.0002
2.6230,-0.0000,-0.0002
2.6233,0.0003,-0.0002
2.6233,0.0000,-0.0002
2.6234,0.0001,-0.0002
2.6233,-0.0002,-0.0002
2.6233,0.0001,-0.0002
2.6235,0.0001,-0.0001
2.6235,0.0001,-0.0001
2.6235,-0.0001,-0.0001
2.6236,0.0001,-0.0001
2.6236,0.0000,-0.0001
2.6236,-0.0001,-0.0001
2.6237,0.0001,-0.0001
2.6236,-0.0001,-0.0001
2.6236,0.0000,-0.0001
2.6242,0.0006,-0.0001
2.6244,0.0001,-0.0001
2.6243,-0.0000,-0.0001
2.6238,-0.0005,-0.0001
2.6236,-0.0002,-0.0001
2.6228,-0.0008,-0.0001
2.6223,-0.0005,-0.0001
2.6210,-0.0013,-0.0001
2.6202,-0.0008,-0.0001
2.6191,-0.0010,-0.0001
2.6180,-0.0011,-0.0001
2.6162,-0.0018,-0.0001
2.6150,-0.0013,-0.0001
2.6127,-0.0023,-0.0002
2.6109,-0.0017,-0.0002
2.6090,-0.0019,-0.0002
2.6070,-0.0020,-0.0002
2.6049,-0.0021,-0.0002
2.6029,-0.0020,-0.0002
2.6004,-0.0025,-0.0003
2.5974,-0.0030,-0.0003
2.5950,-0.0024,-0.0003
2.5926,-0.0024,-0.0003
2.5898,-0.0028,-0.0004
2.5870,-0.0028,-0.0004
2.5842,-0.0028,-0.0004
2.5806,-0.0036,-0.0004
2.5771,-0.0035,-0.0005
2.5742,-0.0029,-0.0005
2.5712,-0.0030,-0.0005
2.5683,-0.0030,-0.0006
2.5645,-0.0037,-0.0006
2.5613,-0.0032,-0.0006
2.5579,-0.0034,-0.0007
2.5548,-0.0031,-0.0007
2.5511,-0.0038,-0.0007
2.5469,-0.0042,-0.0008
2.5430,-0.0038,-0.0008
2.5396,-0.0034,-0.0008
2.5356,-0.0040,-0.0009
2.5317,-0.0039,-0.0009
2.5277,-0.0040,-0.0010
2.5238,-0.0039,-0.0010
2.5198,-0.0040,-0.0010
2.5152,-0.0046,-0.0011
2.5105,-0.0047,-0.0011
2.5054,-0.0051,-0.0012
2.5006,-0.0048,-0.0012
2.4963,-0.0043,-0.0013
2.4912,-0.0050,-0.0013
2.4872,-0.0040,-0.0014
2.4824,-0.0048,-0.0014
2.4779,-0.0045,-0.0015
2.4732,-0.0047,-0.0015
2.4689,-0.0043,-0.0015
2.4641,-0.0049,-0.0016
2.4589,-0.0052,-0.0016
2.4538,-0.0051,-0.0017
2.4487,-0.0051,-0.0017
2.4439,-0.0048,-0.0018
2.4391,-0.0048,-0.0018
2.4341,-0.0050,-0.0019
2.4295,-0.0046,-0.0019
2.4248,-0.0047,-0.0020
2.4201,-0.0047,-0.0020
2.4153,-0.0049,-0.0021
2.4100,-0.0053,-0.0021
2.4047,-0.0053,-0.0022
2.3994,-0.0053,-0.0022
2.3936,-0.0058,-0.0023
2.3887,-0.0049,-0.0023
2.3831,-0.0056,-0.0024
2.3777,-0.0054,-0.0025
2.3723,-0.0054,-0.0025
2.3667,-0.0056,-0.0026
2.3611,-0.0057,-0.0026
2.3554,-0.0056,-0.0027
2.3500,-0.0055,-0.0027
2.3445,-0.0054,-0.0028
2.3392,-0.0054,-0.0028
2.3338,-0.0054,-0.0029
2.3288,-0.0050,-0.0029
2.3230,-0.0058,-0.0030
2.3184,-0.0047,-0.0030
2.3135,-0.0049,-0.0031
2.3088,-0.0047,-0.0031
2.3037,-0.0051,-0.0032
2.2983,-0.0054,-0.0033
2.2925,-0.0058,-0.0033
2.2876,-0.0049,-0.0034
2.2828,-0.0048,-0.0034
2.2771,-0.0057,-0.0035
2.2720,-0.0050,-0.0035
2.2672,-0.0048,-0.0036
2.2623,-0.0049,-0.0036
2.2572,-0.0051,-0.0037
2.2525,-0.0047,-0.0037
2.2480,-0.0045,-0.0038
2.2438,-0.0042,-0.0038
2.2389,-0.0049,-0.0038
2.2337,-0.0052,-0.0039
2.2290,-0.0047,-0.0040
2.2244,-0.0046,-0.0040
2.2193,-0.0050,-0.0040
2.2149,-0.0045,-0.0041
2.2106,-0.0043,-0.0041
2.2068,-0.0039,-0.0042
2.2029,-0.0038,-0.0042
2.1992,-0.0037,-0.0042
2.1960,-0.0032,-0.0042
2.1927,-0.0033,-0.0043
2.1898,-0.0029,-0.0043
2.1868,-0.0030,-0.0043
2.1840,-0.0028,-0.0043
2.1814,-0.0026,-0.0043
2.1784,-0.0030,-0.0043
2.1755,-0.0030,-0.0043
2.1728,-0.0027,-0.0043
2.1700,-0.0027,-0.0043
2.1681,-0.0020,-0.0043
2.1656,-0.0025,-0.0043
2.1635,-0.0021,-0.0043
2.1614,-0.0021,-0.0043
2.1593,-0.0021,-0.0043
2.1570,-0.0023,-0.0043
2.1550,-0.0020,-0.0043
2.1530,-0.0020,-0.0043
2.1513,-0.0017,-0.0043
2.1495,-0.0017,-0.0042
2.1479,-0.0016,-0.0042
2.1466,-0.0013,-0.0042
2.1451,-0.0015,-0.0042
2.1435,-0.0016,-0.0042
2.1422,-0.0013,-0.0042
2.1411,-0.0010,-0.0041
2.1401,-0.0010,-0.0041
2.1386,-0.0015,-0.0041
2.1371,-0.0015,-0.0041
2.1360,-0.0011,-0.0040
2.1351,-0.0009,-0.0040
2.1340,-0.0010,-0.0040
2.1331,-0.0009,-0.0039
2.1323,-0.0007,-0.0039
2.1317,-0.0006,-0.0039
2.1310,-0.0007,-0.0038
2.1303,-0.0007,-0.0038
2.1299,-0.0005,-0.0038
2.1299,-0.0000,-0.0037
2.1293,-0.0005,-0.0037
2.1288,-0.0006,-0.0036
2.1284,-0.0004,-0.0036
2.1281,-0.0003,-0.0035
2.1276,-0.0005,-0.0035
2.1272,-0.0003,-0.0035
2.1268,-0.0005,-0.0034
2.1262,-0.0006,-0.0034
2.1260,-0.0002,-0.0033
2.1256,-0.0003,-0.0033
2.1253,-0.0003,-0.0032
2.1247,-0.0006,-0.0032
2.1243,-0.0004,-0.0031
2.1239,-0.0004,-0.0031
2.1239,-0.0000,-0.0031
2.1239,0.0000,-0.0030
2.1241,0.0001,-0.0030
2.1242,0.0001,-0.0029
2.1241,-0.0001,-0.0029
2.1236,-0.0004,-0.0028
2.1233,-0.0003,-0.0028
2.1230,-0.0003,-0.0027
2.1229,-0.0002,-0.0027
2.1228,-0.0001,-0.0026
2.1226,-0.0001,-0.0026
2.1224,-0.0002,-0.0025
2.1226,0.0001,-0.0024
2.1225,-0.0001,-0.0024
2.1224,-0.0001,-0.0023
2.1223,-0.0001,-0.0023
2.1223,-0.0000,-0.0022
2.1222,-0.0000,-0.0022
2.1223,0.0000,-0.0021
2.1222,-0.0000,-0.0021
2.1223,0.0001,-0.0020
2.1222,-0.0001,-0.0020
2.1220,-0.0002,-0.0019
2.1218,-0.0002,-0.0019
2.1218,0.0000,-0.0018
2.1220,0.0001,-0.0018
2.1222,0.0003,-0.0017
2.1221,-0.0002,-0.0017
2.1221,0.0000,-0.0016
2.1220,-0.0001,-0.0016
2.1218,-0.0002,-0.0015
2.1216,-0.0002,-0.0015
2.1215,-0.0001,-0.0014
2.1214,-0.0001,-0.0014
2.1215,0.0001,-0.0013
2.1213,-0.0002,-0.0013
2.1213,-0.0000,-0.0012
2.1214,0.0000,-0.0012
2.1214,0.0000,-0.0011
2.1213,-0.0001,-0.0011
2.1213,0.0000,-0.0010
2.1214,0.0001,-0.0010
2.1216,0.0001,-0.0009
2.1216,0.0000,-0.0009
2.1214,-0.0002,-0.0009
2.1211,-0.0002,-0.0008
2.1211,-0.0000,-0.0008
2.1210,-0.0001,-0.0008
2.1208,-0.0002,-0.0007
2.1209,0.0001,-0.0007
2.1211,0.0002,-0.0007
2.1212,0.0001,-0.0006
2.1210,-0.0001,-0.0006
2.1210,-0.0001,-0.0006
2.1209,-0.0001,-0.0005
2.1207,-0.0002,-0.0005
2.1204,-0.0003,-0.0005
2.1202,-0.0002,-0.0005
2.1203,0.0001,-0.0005
2.1204,0.0001,-0.0004
2.1206,0.0001,-0.0004
2.1206,0.0001,-0.0004
2.1206,-0.0001,-0.0004
2.1207,0.0001,-0.0003
2.1207,0.0001,-0.0003
2.1207,-0.0000,-0.0003
2.1207,0.0000,-0.0003
2.1209,0.0001,-0.0003
2.1209,0.0001,-0.0003
2.1210,0.0000,-0.0002
2.1209,-0.0001,-0.0002
2.1206,-0.0002,-0.0002
2.1206,-0.0000,-0.0002
2.1207,0.0001,-0.0002
2.1210,0.0003,-0.0002
2.1211,0.0001,-0.0002
2.1212,0.0000,-0.0001
2.1211,-0.0000,-0.0001
2.1209,-0.0002,-0.0001
2.1208,-0.0001,-0.0001
2.1207,-0.0001,-0.0001
2.1206,-0.0001,-0.0001
2.1206,0.0000,-0.0001
2.1207,0.0001,-0.0001
2.1207,0.0000,-0.0001
2.1210,0.0002,-0.0001
2.1214,0.0004,-0.0001
2.1212,-0.0001,-0.0001
2.1209,-0.0003,-0.0001
2.1206,-0.0003,-0.0001
2.1201,-0.0005,-0.0001
2.1193,-0.0008,-0.0001
2.1182,-0.0012,-0.0001
2.1170,-0.0012,-0.0001
2.1162,-0.0008,-0.0001
2.1148,-0.0014,-0.0001
2.1133,-0.0014,-0.0001
2.1117,-0.0017,-0.0001
2.1103,-0.0013,-0.0001
2.1086,-0.0017,-0.0002
2.1068,-0.0018,-0.0002
2.1048,-0.0020,-0.0002
2.1025,-0.0023,-0.0002
2.1004,-0.0021,-0.0002
2.0984,-0.0021,-0.0003
2.0960,-0.0023,-0.0003
2.0941,-0.0019,-0.0003
2.0919,-0.0022,-0.0003
2.0891,-0.0028,-0.0003
2.0866,-0.0025,-0.0004
2.0842,-0.0024,-0.0004
2.0815,-0.0027,-0.0004
2.0787,-0.0028,-0.0004
2.0758,-0.0029,-0.0005
2.0731,-0.0027,-0.0005
2.0698,-0.0033,-0.0005
2.0663,-0.0034,-0.0006
2.0633,-0.0030,-0.0006
2.0600,-0.0033,-0.0006
2.0571,-0.0029,-0.0007
2.0543,-0.0029,-0.0007
2.0511,-0.0032,-0.0007
2.0477,-0.0034,-0.0007
2.0441,-0.0036,-0.0008
2.0406,-0.0035,-0.0008
2.0376,-0.0030,-0.0008
2.0342,-0.0034,-0.0009
2.0311,-0.0031,-0.0009
2.0279,-0.0032,-0.0009
2.0250,-0.0029,-0.0010
2.0214,-0.0036,-0.0010
2.0180,-0.0035,-0.0010
2.0140,-0.0040,-0.0011
2.0103,-0.0036,-0.0011
2.0064,-0.0039,-0.0012
2.0025,-0.0039,-0.0012
1.9981,-0.0043,-0.0012
1.9945,-0.0036,-0.0013
1.9904,-0.0040,-0.0013
1.9861,-0.0044,-0.0014
1.9819,-0.0042,-0.0014
1.9778,-0.0041,-0.0014
1.9736,-0.0041,-0.0015
1.9694,-0.0043,-0.0015
1.9658,-0.0036,-0.0016
1.9616,-0.0042,-0.0016
1.9578,-0.0037,-0.0016
1.9543,-0.0036,-0.0017
1.9508,-0.0035,-0.0017
1.9472,-0.0036,-0.0017
1.9435,-0.0036,-0.0018
1.9395,-0.0041,-0.0018
1.9357,-0.0038,-0.0019
1.9323,-0.0034,-0.0019
1.9285,-0.0038,-0.0019
1.9250,-0.0034,-0.0020
1.9212,-0.0038,-0.0020
1.9172,-0.0040,-0.0020
1.9131,-0.0041,-0.0021
1.9097,-0.0034,-0.0021
1.9057,-0.0040,-0.0021
1.9020,-0.0037,-0.0022
1.8981,-0.0038,-0.0022
1.8943,-0.0038,-0.0023
1.8904,-0.0039,-0.0023
1.8864,-0.0039,-0.0023
1.8827,-0.0037,-0.0024
1.8787,-0.0040,-0.0024
1.8750,-0.0037,-0.0025
1.8713,-0.0037,-0.0025
1.8672,-0.0041,-0.0025
1.8640,-0.0032,-0.0026
1.8607,-0.0033,-0.0026
1.8574,-0.0034,-0.0026
1.8537,-0.0037,-0.0027
1.8500,-0.0037,-0.0027
1.8468,-0.0033,-0.0027
1.8431,-0.0037,-0.0028
1.8390,-0.0041,-0.0028
1.8349,-0.0041,-0.0029
1.8311,-0.0038,-0.0029
1.8282,-0.0029,-0.0029
1.8241,-0.0041,-0.0030
1.8207,-0.0034,-0.0030
1.8167,-0.0040,-0.0030
1.8125,-0.0042,-0.0031
1.8087,-0.0039,-0.0031
1.8054,-0.0032,-0.0032
1.8020,-0.0034,-0.0032
1.7990,-0.0031,-0.0032
1.7958,-0.0032,-0.0032
1.7932,-0.0026,-0.0033
1.7904,-0.0028,-0.0033
1.7878,-0.0026,-0.0033
1.7854,-0.0023,-0.0033
1.7831,-0.0023,-0.0033
1.7819,-0.0013,-0.0033
1.7798,-0.0020,-0.0033
1.7784,-0.0015,-0.0033
1.7768,-0.0016,-0.0033
1.7751,-0.0017,-0.0033
1.7735,-0.0016,-0.0033
1.7718,-0.0017,-0.0033
1.7700,-0.0017,-0.0033
1.7686,-0.0015,-0.0033
1.7675,-0.0010,-0.0033
1.7667,-0.0009,-0.0033
1.7656,-0.0011,-0.0033
1.7650,-0.0006,-0.0032
1.7641,-0.0009,-0.0032
1.7631,-0.0010,-0.0032
1.7621,-0.0010,-0.0032
1.7612,-0.0008,-0.0032
1.7607,-0.0005,-0.0032
1.7603,-0.0005,-0.0031
1.7597,-0.0006,-0.0031
1.7595,-0.0002,-0.0031
1.7592,-0.0003,-0.0030
1.7586,-0.0006,-0.0030
1.7581,-0.0005,-0.0030
1.7577,-0.0004,-0.0030
1.7571,-0.0006,-0.0029
1.7567,-0.0004,-0.0029
1.7566,-0.0001,-0.0029
1.7563,-0.0003,-0.0028
1.7561,-0.0002,-0.0028
1.7558,-0.0003,-0.0028
1.7555,-0.0003,-0.0028
1.7551,-0.0003,-0.0027
1.7550,-0.0001,-0.0027
1.7547,-0.0003,-0.0027
1.7547,0.0001,-0.0026
1.7545,-0.0003,-0.0026
1.7544,-0.0001,-0.0026
1.7542,-0.0002,-0.0025
1.7540,-0.0002,-0.0025
1.7539,-0.0001,-0.0024
1.7538,-0.0001,-0.0024
1.7536,-0.0002,-0.0024
1.7535,-0.0001,-0.0023
1.7532,-0.0003,-0.0023
1.7532,-0.0000,-0.0022
1.7530,-0.0002,-0.0022
1.7529,-0.0001,-0.0022
1.7526,-0.0003,-0.0021
1.7524,-0.0002,-0.0021
1.7522,-0.0002,-0.0021
1.7521,-0.0002,-0.0020
1.7519,-0.0002,-0.0020
1.7520,0.0001,-0.0020
1.7518,-0.0001,-0.0019
1.7519,0.0000,-0.0019
1.7518,-0.0001,-0.0018
1.7518,0.0000,-0.0018
1.7516,-0.0002,-0.0018
1.7515,-0.0001,-0.0017
1.7514,-0.0001,-0.0017
1.7515,0.0000,-0.0017
1.7514,-0.0000,-0.0016
1.7514,-0.0000,-0.0016
1.7514,0.0000,-0.0015
1.7514,0.0000,-0.0015
1.7514,-0.0001,-0.0015
1.7512,-0.0001,-0.0014
1.7510,-0.0002,-0.0014
1.7510,0.0000,-0.0014
1.7509,-0.0001,-0.0013
1.7509,-0.0001,-0.0013
1.7508,-0.0000,-0.0012
1.7509,0.0001,-0.0012
1.7509,-0.0001,-0.0012
1.7508,-0.0000,-0.0011
1.7507,-0.0001,-0.0011
1.7506,-0.0001,-0.0011
1.7506,-0.0000,-0.0010
1.7504,-0.0002,-0.0010
1.7504,-0.0000,-0.0010
1.7505,0.0002,-0.0009
1.7506,0.0001,-0.0009
1.7507,0.0001,-0.0008
1.7506,-0.0001,-0.0008
1.7504,-0.0002,-0.0008
1.7503,-0.0001,-0.0007
1.7502,-0.0000,-0.0007
1.7502,-0.0000,-0.0007
1.7503,0.0001,-0.0006
1.7505,0.0001,-0.0006
1.7503,-0.0001,-0.0006
1.7502,-0.0002,-0.0005
1.7501,-0.0001,-0.0005
1.7501,0.0000,-0.0005
1.7500,-0.0000,-0.0004
1.7500,-0.0001,-0.0004
1.7498,-0.0002,-0.0004
1.7499,0.0000,-0.0004
1.7499,0.0000,-0.0003
1.7500,0.0001,-0.0003
1.7500,-0.0000,-0.0003
1.7499,-0.0001,-0.0003
1.7497,-0.0002,-0.0003
1.7497,-0.0000,-0.0003
1.7496,-0.0001,-0.0002
1.7497,0.0000,-0.0002
1.7496,-0.0001,-0.0002
1.7497,0.0000,-0.0002
1.7497,0.0000,-0.0002
1.7498,0.0001,-0.0002
1.7498,-0.0000,-0.0002
1.7498,0.0000,-0.0002
1.7497,-0.0002,-0.0001
1.7496,-0.0001,-0.0001
1.7496,-0.0000,-0.0001
1.7497,0.0001,-0.0001
1.7498,0.0001,-0.0001
1.7498,-0.0000,-0.0001
1.7497,-0.0001,-0.0001
1.7496,-0.0000,-0.0001
1.7496,-0.0000,-0.0001
1.7499,0.0003,-0.0001
1.7501,0.0002,-0.0001
1.7500,-0.0001,-0.0001
1.7501,0.0001,-0.0001
1.7500,-0.0001,-0.0001
1.7497,-0.0003,-0.0001
1.7491,-0.0006,-0.0001
1.7485,-0.0006,-0.0001
1.7477,-0.0009,-0.0001
1.7471,-0.0005,-0.0001
1.7463,-0.0008,-0.0001
1.7451,-0.0012,-0.0001
1.7439,-0.0012,-0.0001
1.7423,-0.0016,-0.0001
1.7408,-0.0015,-0.0001
1.7391,-0.0017,-0.0002
1.7376,-0.0015,-0.0002
1.7359,-0.0017,-0.0002
1.7344,-0.0015,-0.0002
1.7329,-0.0014,-0.0002
1.7310,-0.0020,-0.0002
1.7288,-0.0021,-0.0002
1.7265,-0.0023,-0.0003
1.7241,-0.0025,-0.0003
1.7220,-0.0020,-0.0003
1.7195,-0.0025,-0.0003
1.7169,-0.0026,-0.0004
1.7142,-0.0027,-0.0004
1.7120,-0.0022,-0.0004
1.7097,-0.0023,-0.0004
1.7074,-0.0023,-0.0004
1.7044,-0.0029,-0.0005
1.7019,-0.0026,-0.0005
1.6993,-0.0026,-0.0005
1.6968,-0.0025,-0.0005
1.6940,-0.0028,-0.0006
1.6918,-0.0022,-0.0006
1.6886,-0.0032,-0.0006
1.6868,-0.0017,-0.0006
1.6837,-0.0032,-0.0007
1.6804,-0.0032,-0.0007
1.6774,-0.0030,-0.0007
1.6744,-0.0030,-0.0008
1.6711,-0.0033,-0.0008
1.6679,-0.0032,-0.0008
1.6642,-0.0037,-0.0009
1.6611,-0.0031,-0.0009
1.6581,-0.0030,-0.0009
1.6553,-0.0027,-0.0010
1.6522,-0.0032,-0.0010
1.6496,-0.0026,-0.0010
1.6467,-0.0029,-0.0010
1.6438,-0.0030,-0.0011
1.6410,-0.0027,-0.0011
1.6384,-0.0026,-0.0011
1.6355,-0.0028,-0.0012
1.6323,-0.0033,-0.0012
1.6294,-0.0028,-0.0012
1.6261,-0.0033,-0.0012
1.6228,-0.0034,-0.0013
1.6202,-0.0025,-0.0013
1.6172,-0.0031,-0.0013
1.6140,-0.0032,-0.0014
1.6111,-0.0028,-0.0014
1.6082,-0.0029,-0.0014
1.6049,-0.0033,-0.0015
1.6019,-0.0030,-0.0015
1.5991,-0.0028,-0.0015
1.5960,-0.0032,-0.0015
1.5933,-0.0027,-0.0016
1.5899,-0.0034,-0.0016
1.5873,-0.0027,-0.0016
1.5838,-0.0034,-0.0017
1.5806,-0.0033,-0.0017
1.5775,-0.0030,-0.0017
1.5739,-0.0037,-0.0018
1.5705,-0.0034,-0.0018
1.5672,-0.0032,-0.0018
1.5640,-0.0033,-0.0019
1.5609,-0.0031,-0.0019
1.5583,-0.0026,-0.0019
1.5551,-0.0032,-0.0019
1.5520,-0.0031,-0.0020
1.5490,-0.0030,-0.0020
1.5462,-0.0028,-0.0020
1.5432,-0.0030,-0.0021
1.5399,-0.0033,-0.0021
1.5366,-0.0033,-0.0021
1.5339,-0.0028,-0.0022
1.5304,-0.0035,-0.0022
1.5271,-0.0033,-0.0022
1.5240,-0.0031,-0.0023
1.5214,-0.0025,-0.0023
1.5184,-0.0030,-0.0023
1.5152,-0.0032,-0.0023
1.5120,-0.0032,-0.0024
1.5084,-0.0035,-0.0024
1.5057,-0.0027,-0.0024
1.5025,-0.0032,-0.0025
1.4993,-0.0033,-0.0025
1.4962,-0.0031,-0.0025
1.4928,-0.0034,-0.0026
1.4896,-0.0031,-0.0026
1.4863,-0.0034,-0.0026
1.4836,-0.0027,-0.0027
1.4806,-0.0030,-0.0027
1.4780,-0.0026,-0.0027
1.4758,-0.0022,-0.0027
1.4733,-0.0025,-0.0027
1.4712,-0.0022,-0.0028
1.4692,-0.0019,-0.0028
1.4675,-0.0017,-0.0028
1.4657,-0.0018,-0.0028
1.4637,-0.0020,-0.0028
1.4619,-0.0019,-0.0028
1.4603,-0.0015,-0.0028
1.4587,-0.0016,-0.0028
1.4574,-0.0013,-0.0028
1.4559,-0.0015,-0.0028
1.4545,-0.0014,-0.0028
1.4529,-0.0015,-0.0028
1.4516,-0.0013,-0.0028
1.4509,-0.0007,-0.0028
1.4496,-0.0012,-0.0027
1.4486,-0.0010,-0.0027
1.4478,-0.0008,-0.0027
1.4469,-0.0009,-0.0027
1.4458,-0.0011,-0.0027
1.4449,-0.0009,-0.0027
1.4437,-0.0012,-0.0027
1.4430,-0.0007,-0.0026
1.4424,-0.0006,-0.0026
1.4416,-0.0008,-0.0026
1.4408,-0.0008,-0.0026
1.4403,-0.0005,-0.0026
1.4396,-0.0007,-0.0025
1.4388,-0.0007,-0.0025
1.4383,-0.0005,-0.0025
1.4379,-0.0005,-0.0025
1.4376,-0.0003,-0.0025
1.4370,-0.0005,-0.0024
1.4363,-0.0007,-0.0024
1.4361,-0.0002,-0.0024
1.4357,-0.0004,-0.0024
1.4352,-0.0004,-0.0023
1.4349,-0.0004,-0.0023
1.4345,-0.0004,-0.0023
1.4341,-0.0004,-0.0022
1.4336,-0.0005,-0.0022
1.4332,-0.0004,-0.0022
1.4328,-0.0003,-0.0022
1.4326,-0.0003,-0.0021
1.4322,-0.0004,-0.0021
1.4318,-0.0004,-0.0021
1.4314,-0.0004,-0.0021
1.4312,-0.0001,-0.0020
1.4309,-0.0003,-0.0020
1.4307,-0.0002,-0.0020
1.4305,-0.0003,-0.0020
1.4302,-0.0003,-0.0019
1.4300,-0.0003,-0.0019
1.4299,-0.0001,-0.0019
1.4297,-0.0002,-0.0018
1.4295,-0.0002,-0.0018
1.4293,-0.0002,-0.0018
1.4290,-0.0003,-0.0018
1.4289,-0.0002,-0.0017
1.4287,-0.0002,-0.0017
1.4285,-0.0002,-0.0017
1.4283,-0.0002,-0.0016
1.4282,-0.0001,-0.0016
1.4281,-0.0001,-0.0016
1.4279,-0.0002,-0.0016
1.4277,-0.0002,-0.0015
1.4276,-0.0001,-0.0015
1.4276,0.0000,-0.0015
1.4275,-0.0001,-0.0014
1.4273,-0.0002,-0.0014
1.4272,-0.0001,-0.0014
1.4271,-0.0001,-0.0013
1.4270,-0.0001,-0.0013
1.4268,-0.0002,-0.0013
1.4268,-0.0001,-0.0013
1.4267,-0.0001,-0.0012
1.4266,-0.0001,-0.0012
1.4264,-0.0002,-0.0012
1.4262,-0.0002,-0.0011
1.4262,-0.0001,-0.0011
1.4261,-0.0000,-0.0011
1.4259,-0.0002,-0.0010
1.4257,-0.0002,-0.0010
1.4257,-0.0000,-0.0010
1.4257,-0.0000,-0.0010
1.4256,-0.0001,-0.0009
1.4254,-0.0002,-0.0009
1.4254,-0.0001,-0.0009
1.4253,-0.0001,-0.0008
1.4252,-0.0001,-0.0008
1.4250,-0.0002,-0.0008
1.4250,-0.0000,-0.0007
1.4249,-0.0000,-0.0007
1.4249,-0.0001,-0.0007
1.4247,-0.0001,-0.0006
1.4248,0.0000,-0.0006
1.4247,-0.0000,-0.0006
1.4246,-0.0002,-0.0006
1.4245,-0.0001,-0.0005
1.4245,-0.0000,-0.0005
1.4244,-0.0001,-0.0005
1.4242,-0.0002,-0.0005
1.4241,-0.0001,-0.0005
1.4241,-0.0000,-0.0004
1.4241,-0.0000,-0.0004
1.4239,-0.0002,-0.0004
1.4238,-0.0001,-0.0004
1.4238,0.0001,-0.0004
1.4239,0.0000,-0.0003
1.4237,-0.0002,-0.0003
1.4236,-0.0001,-0.0003
1.4236,-0.0000,-0.0003
1.4237,0.0001,-0.0003
1.4236,-0.0001,-0.0003
1.4235,-0.0001,-0.0003
1.4235,0.0001,-0.0003
1.4236,0.0001,-0.0003
1.4235,-0.0001,-0.0002
1.4234,-0.0001,-0.0002
1.4234,0.0000,-0.0002
1.4235,0.0001,-0.0002
1.4235,-0.0000,-0.0002
1.4233,-0.0001,-0.0002
1.4233,0.0000,-0.0002
1.4233,0.0000,-0.0002
1.4233,-0.0001,-0.0002
1.4233,-0.0000,-0.0002
1.4232,-0.0001,-0.0002
1.4232,0.0000,-0.0002
1.4232,-0.0001,-0.0002
1.4231,-0.0001,-0.0001
1.4231,-0.0000,-0.0001
1.4230,-0.0000,-0.0001
1.4230,-0.0000,-0.0001
